ut_char,uniqueID,auseqence,fullname,surname,givenname,type,pub_year,paper_type,startyear,title,journal,issn,doi
WOS:000387519000031,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,molecular weight dependence of synthetic glycopolymers on flocculation and dewatering of fine particles,langmuir,0743-7463,10.1021/acs.langmuir.6b03072
WOS:000386991700021,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,probing interactions between air bubble and hydrophobic polymer surface impact of solution salinity and interfacial nanobubbles,langmuir,0743-7463,10.1021/acs.langmuir.6b01674
WOS:000383522800065,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,interactions between elemental selenium and hydrophilic/hydrophobic surfaces direct force measurements using afm,chemical engineering journal,1385-8947,10.1016/j.cej.2016.06.039
WOS:000384626800056,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,probing the reversible fe3+-dopa-mediated bridging interaction in mussel foot protein-1,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.6b07482
WOS:000378206300035,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,a two-step flocculation process on oil sands tailings treatment using oppositely charged polymer flocculants,science of the total environment,0048-9697,10.1016/j.scitotenv.2016.04.192
WOS:000376607200076,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,dendrimer functionalized graphene oxide for selenium removal,carbon,0008-6223,10.1016/j.carbon.2016.04.057
WOS:000380576900024,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,adhesion and detachment mechanisms between polymer and solid substrate surfaces using polystyrene-mica as a model system,macromolecules,0024-9297,10.1021/acs.macromol.6b00949
WOS:000379457000034,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,probing the adsorption of polycyclic aromatic compounds onto water droplets using molecular dynamics simulations,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.6b03850
WOS:000379456200006,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,reduction of water/oil interfacial tension by model asphaltenes the governing role of surface concentration,journal of physical chemistry b,1520-6106,10.1021/acs.jpcb.6b03691
WOS:000378814000001,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,sugary interfaces mitigate contact damage where stiff meets soft,nature communications,2041-1723,10.1038/ncomms11923
WOS:000376223800022,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,probing molecular interactions of asphaltenes in heptol using a surface forces apparatus implications on stability of water-in-oil emulsions,langmuir,0743-7463,10.1021/acs.langmuir.6b01000
WOS:000374431400047,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,structural evolutions of zns nanoparticles in hydrated and bare states,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.6b01436
WOS:000372391600003,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,interaction mechanism of oil-in-water emulsions with asphaltenes determined using droplet probe afm,langmuir,0743-7463,10.1021/acs.langmuir.5b04392
WOS:000370148900014,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,modeling of the effect of cell deformation associated with microbubble collision in centrifugation field,cellular and molecular bioengineering,1865-5025,10.1007/s12195-015-0416-5
WOS:000371418200019,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,nanomechanics of polycatecholamine coatings in aqueous solutions,angewandte chemie-international edition,1433-7851,10.1002/anie.201510319
WOS:000372391800026,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,nanomechanical contribution of collagen and von willebrand factor a in marine underwater adhesion and its implication for collagen manipulation,biomacromolecules,1525-7797,10.1021/acs.biomac.5b01622
WOS:000374982200018,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Review,2007,recent experimental advances on hydrophobic interactions at solid/water and fluid/water interfaces,biointerphases,1934-8630,10.1116/1.4937465
WOS:000370220000008,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,complexation and coacervation of like-charged polyelectrolytes inspired by mussels,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.1521521113
WOS:000364655000026,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,understanding of physicochemical properties and formation mechanisms of fine particular matter generated from canadian coal combustion,fuel,0016-2361,10.1016/j.fuel.2015.10.037
WOS:000373117300029,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,comparison of the transport and deposition of pseudomonas aeruginosa under aerobic and anaerobic conditions,water resources research,0043-1397,10.1002/2015wr017821
WOS:000372754000007,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2016,Article,2007,fabrication of ultrathin conductive protein-based fibrous films and their thermal sensing properties,journal of materials chemistry a,2050-7488,10.1039/c5ta09645f
WOS:000366873900019,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,temperature- and ph-responsive benzoboroxole-based polymers for flocculation and enhanced dewatering of fine particle suspensions,acs applied materials & interfaces,1944-8244,10.1021/acsami.5b09874
WOS:000364615100020,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,solvent effects on the formation of surface nanodroplets by solvent exchange,langmuir,0743-7463,10.1021/acs.langmuir.5b03303
WOS:000367410200096,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,surface pressure affects b-hordein network formation at the air-water interface in relation to gastric digestibility,colloids and surfaces b-biointerfaces,0927-7765,10.1016/j.colsurfb.2015.08.035
WOS:000363914600004,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,probing anisotropic surface properties of molybdenite by direct force measurements,langmuir,0743-7463,10.1021/acs.langmuir.5b02678
WOS:000361375600001,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,a size-dependent structural evolution of zns nanoparticles,scientific reports,2045-2322,10.1038/srep14267
WOS:000361259400013,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,development of electroless ni-p/nano-wc composite coatings and investigation on its properties,surface & coatings technology,0257-8972,10.1016/j.surfcoat.2015.07.011
WOS:000361572900066,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,structure and properties of water film adsorbed on mica surfaces,journal of chemical physics,0021-9606,10.1063/1.4930274
WOS:000361341700048,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,asialoglycoprotein receptor-mediated gene delivery to hepatocytes using galactosylated polymers,biomacromolecules,1525-7797,10.1021/acs.biomac.5b00906
WOS:000358094000006,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,impact of ph on molecular structure and surface properties of lentil legumin-like protein and its application as foam stabilizer,colloids and surfaces b-biointerfaces,0927-7765,10.1016/j.colsurfb.2015.04.065
WOS:000357839200018,0_52,12,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,interaction between air bubbles and superhydrophobic surfaces in aqueous solutions,langmuir,0743-7463,10.1021/acs.langmuir.5b01157
WOS:000355712100005,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,effects of salinity on xanthate adsorption on sphalerite and bubble-sphalerite interactions,minerals engineering,0892-6875,10.1016/j.mineng.2015.02.009
WOS:000353015800005,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,real-time visualization of joint cavitation,plos one,1932-6203,10.1371/journal.pone.0119470
WOS:000352660500026,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,simultaneous measurements of molecular forces and electro-optical properties of a confined 5cb liquid crystal film using a surface forces apparatus,langmuir,0743-7463,10.1021/acs.langmuir.5b00144
WOS:000352329500043,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,molecular and surface interactions between polymer flocculant chitosan-g-polyacrylamide and kaolinite particles impact of salinity,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.5b00739
WOS:000351938700003,0_52,9,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,a novel pkd2l1 c-terminal domain critical for trimerization and channel function,scientific reports,2045-2322,10.1038/srep09460
WOS:000351628800002,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,clumping criteria of vertical nanofibers on surfaces,advanced materials interfaces,2196-7350,10.1002/admi.201400466
WOS:000351327300016,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,probing the adsorption of weak acids on graphite using amplitude modulation-frequency modulation atomic force microscopy,langmuir,0743-7463,10.1021/la5048968
WOS:000350611300024,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,probing the interaction between air bubble and sphalerite mineral surface using atomic force microscope,langmuir,0743-7463,10.1021/la5048084
WOS:000350057400021,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,novel mussel-inspired injectable self-healing hydrogel with anti-biofouling property,advanced materials,0935-9648,10.1002/adma.201405166
WOS:000346422300002,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Review,2007,mussel-inspired hydrogels for biomedical and environmental applications,polymer chemistry,1759-9954,10.1039/c4py01415d
WOS:000348198700005,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,cation-pi interaction in dopa-deficient mussel adhesive protein mfp-1,journal of materials chemistry b,2050-750X,10.1039/c4tb01646g
WOS:000363262400008,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,mussel-inspired antifouling coatings bearing polymer loops,chemical communications,1359-7345,10.1039/c5cc06852e
WOS:000345109000007,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,"study of n-isopropoxypropyl-n '-ethoxycarbonyl thiourea adsorption on chalcopyrite using in situ secm, tof-sims and xps",journal of colloid and interface science,0021-9797,10.1016/j.jcis.2014.08.069
WOS:000349435000085,0_52,11,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,"nanocomposites of graphene oxide, ag nanoparticles, and magnetic ferrite nanoparticles for elemental mercury hg-0 removal",rsc advances,2046-2069,10.1039/c4ra16016a
WOS:000347232200018,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,the significant impact of polydopamine on the catalytic performance of the carried au nanoparticles,chemical communications,1359-7345,10.1039/c4cc08489f
WOS:000348619000012,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,measuring forces and spatiotemporal evolution of thin water films between an air bubble and solid surfaces of different hydrophobicity,acs nano,1936-0851,10.1021/nn506601j
WOS:000353166300029,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2015,Article,2007,polyacrylic acid functionalized magnetic graphene oxide nanocomposite for removal of methylene blue,rsc advances,2046-2069,10.1039/c5ra01815c
WOS:000345108300003,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,understanding interaction mechanisms between pentlandite and gangue minerals by zeta potential and surface force measurements,minerals engineering,0892-6875,10.1016/j.mineng.2014.07.005
WOS:000345590300004,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,in vivo residue-specific dopa-incorporated engineered mussel bioglue with enhanced adhesion and water resistance,angewandte chemie-international edition,1433-7851,10.1002/anie.201406099
WOS:000343961300003,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,efficient removal of elemental mercury hg-0 by sba-15-ag adsorbents,journal of materials chemistry a,2050-7488,10.1039/c4ta04147j
WOS:000344135500023,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,probing the hydrophobic interaction between air bubbles and partially hydrophobic surfaces using atomic force microscopy,journal of physical chemistry c,1932-7447,10.1021/jp507164c
WOS:000340689400076,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,water-dispersible magnetic nanoparticle-graphene oxide composites for selenium removal,carbon,0008-6223,10.1016/j.carbon.2014.05.076
WOS:000341800900003,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,probing anisotropic surface properties and interaction forces of chrysotile rods by atomic force microscopy and rheology,langmuir,0743-7463,10.1021/la5019373
WOS:000340347300015,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,understanding mechanisms of asphaltene adsorption from organic solvent on mica,langmuir,0743-7463,10.1021/la500864h
WOS:000337336900106,0_52,7,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,highly regenerable mussel-inspired fe3o4@polydopamine-ag core-shell microspheres as catalyst and adsorbent for methylene blue removal,acs applied materials & interfaces,1944-8244,10.1021/am501632f
WOS:000334500600009,0_52,8,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,adhesion and surface interactions of a self-healing polymer with multiple hydrogen-bonding groups,advanced functional materials,1616-301X,10.1002/adfm.201303013
WOS:000332267100002,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Review,2007,understanding nanorheology and surface forces of confined thin films,korea-australia rheology journal,1226-119X,10.1007/s13367-014-0002-8
WOS:000329893300007,0_52,2,"Zeng, H",ZENG,H,2,2014,Article,2007,effect of peptide secondary structure on adsorption and adsorbed film properties on end-grafted polyethylene oxide layers,acta biomaterialia,1742-7061,10.1016/j.actbio.2013.09.010
WOS:000329961700005,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2014,Article,2007,characterizing factors affecting the hot liquid penetration performance of fabrics for protective clothing,textile research journal,0040-5175,10.1177/0040517513485625
WOS:000326355600014,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,interaction mechanism between hydrophobic and hydrophilic surfaces using polystyrene and mica as a model system,langmuir,0743-7463,10.1021/la402244h
WOS:000326300700034,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,"understanding copper activation and xanthate adsorption on sphalerite by time-of-flight secondary ion mass spectrometry, x-ray photoelectron spectroscopy, and in situ scanning electrochemical microscopy",journal of physical chemistry c,1932-7447,10.1021/jp407795k
WOS:000322947600015,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,"marine mussel adhesion biochemistry, mechanisms, and biomimetics",journal of adhesion science and technology,0169-4243,10.1080/01694243.2012.697703
WOS:000326122800018,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,understanding the effect of secondary structure on molecular interactions of poly-l-lysine with different substrates by sfa,biomacromolecules,1525-7797,10.1021/bm400837t
WOS:000330100000007,0_52,8,"Zeng, H",ZENG,H,2,2013,Article,2007,on the size distribution of self-associated asphaltenes,energy & fuels,0887-0624,10.1021/ef400729w
WOS:000320825200005,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,effect of solution salinity on settling of mineral tailings by polymer flocculants,colloids and surfaces a-physicochemical and engineering aspects,0927-7757,10.1016/j.colsurfa.2013.04.006
WOS:000318199600010,0_52,2,"Zeng, H",ZENG,H,2,2013,Article,2007,effect of peptide secondary structure on adsorption and adsorbed film properties,acta biomaterialia,1742-7061,10.1016/j.actbio.2013.01.018
WOS:000311940200004,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,adhesion of mussel foot proteins to different substrate surfaces,journal of the royal society interface,1742-5689,10.1098/rsif.2012.0759
WOS:000313807200024,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,construction of 'smart' surfaces with polymer functionalized silica nanoparticles,polymer chemistry,1759-9954,10.1039/c2py20845h
WOS:000316915500023,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2013,Article,2007,nanomechanics of cation interactions in aqueous solution,angewandte chemie-international edition,1433-7851,10.1002/anie.201210365
WOS:000310020900006,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,sliding wear behaviour of nanocrystalline fe88si12 alloy under low load and speed,tribology letters,1023-8883,10.1007/s11249-012-0028-3
WOS:000309635400003,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,anisotropic interfacial friction of inclined multiwall carbon nanotube array surface,carbon,0008-6223,10.1016/j.carbon.2012.07.017
WOS:000308240400005,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,design of gecko-inspired fibrillar surfaces with strong attachment and easy-removal properties a numerical analysis of peel-zone,journal of the royal society interface,1742-5689,10.1098/rsif.2012.0200
WOS:000309176800012,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,measurements of anisotropic off-axis friction-induced motion,advanced materials,0935-9648,10.1002/adma.201201566
WOS:000308631200026,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,molecular interactions of a polyaromatic surfactant c5pe in aqueous solutions studied by a surface forces apparatus,journal of physical chemistry b,1520-6106,10.1021/jp304444d
WOS:000307084800001,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,adsorption of mercaptobenzoheterocyclic compounds on sulfide mineral surfaces a density functional theory study of structure-reactivity relations,colloids and surfaces a-physicochemical and engineering aspects,0927-7757,10.1016/j.colsurfa.2012.04.036
WOS:000307748700030,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,probing molecular and surface interactions of comb-type polymer polystyrene-graft-polyethylene oxide ps-g-peo wuth an sfa,journal of physical chemistry c,1932-7447,10.1021/jp303561p
WOS:000305165500028,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,effect of polycarboxylate ether comb-type polymer on viscosity and interfacial properties of kaolinite clay suspensions,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2012.04.029
WOS:000304073000007,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,probing molecular interactions of an asphaltene model compound in organic solvents using a surface forces apparatus sfa,energy & fuels,0887-0624,10.1021/ef201366y
WOS:000300268100006,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Review,2007,carbon capture and storage using alkaline industrial wastes,progress in energy and combustion science,0360-1285,1
WOS:000300540000006,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,the effects of biofilm on the transport of stabilized zerovalent iron nanoparticles in saturated porous media,water research,0043-1354,10.1016/j.watres.2011.11.070
WOS:000299490500066,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,in situ kinetic study of zinc sulfide activation using a quartz crystal microbalance with dissipation qcm-d,journal of colloid and interface science,0021-9797,10.1016/j.jcis.2011.10.048
WOS:000300048300022,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,hydrophobic interactions between polymer surfaces using polystyrene as a model system,soft matter,1744-683X,10.1039/c2sm07150a
WOS:000303998700028,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,adhesion mechanism in a dopa-deficient foot protein from green mussels,soft matter,1744-683X,10.1039/c2sm25173f
WOS:000303669100001,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2012,Article,2007,impact of cranberry juice on initial adhesion of the eps producing bacterium burkholderia cepacia,biofouling,0892-7014,10.1080/08927014.2012.682576
WOS:000297501000021,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,microtribology of aqueous carbon nanotube dispersions,advanced functional materials,1616-301X,10.1002/adfm.201101478
WOS:000296108500008,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,a new purification method for carbon nanotubes and associated atomic force microscope force-distance curve analysis,separation and purification technology,1383-5866,10.1016/j.seppur.2011.07.025
WOS:000294386000032,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,understanding the deposition and surface interactions of gypsum,journal of physical chemistry c,1932-7447,10.1021/jp2051118
WOS:000293758700041,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,understanding molecular interactions of asphaltenes in organic solvents using a surface force apparatus,journal of physical chemistry c,1932-7447,10.1021/jp2039674
WOS:000290978100077,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,surface-induced patterns from evaporating droplets of aqueous carbon nanotube dispersions,langmuir,0743-7463,10.1021/la200476n
WOS:000286753700005,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,reversible shear thickening at low shear rates of electrorheological fluids under electric fields,physical review e,1539-3755,10.1103/physreve.83.011401
WOS:000295085700083,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,understanding the molecular interactions of lipopolysaccharides during e coli initial adhesion with a surface forces apparatus,soft matter,1744-683X,10.1039/c1sm05554b
WOS:000296566100001,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2011,Article,2007,the extended peel zone model effect of peeling velocity,journal of adhesion,0021-8464,10.1080/00218464.2011.609455
WOS:000281690600014,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2010,Article,2007,"direct measurement of double-layer, van der waals, and polymer depletion attraction forces between supported cationic bilayers",langmuir,0743-7463,10.1021/la1020687
WOS:000280682400077,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2010,Article,2007,protein- and metal-dependent interactions of a prominent protein in mussel adhesive plaques,journal of biological chemistry,0021-9258,10.1074/jbc.m110.133157
WOS:000280144500028,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2010,Article,2007,strong reversible fe3+-mediated bridging between dopa-containing protein films in water,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.1007416107
WOS:000276126000001,0_52,6,"Zeng, Hongbo",ZENG,HONGBO,1,2010,Article,2007,"anisotropic dynamic changes in the pore network structure, fluid diffusion and fluid flow in articular cartilage under compression",biomaterials,0142-9612,10.1016/j.biomaterials.2010.01.102
WOS:000274848200004,0_52,11,"Zeng, H",ZENG,H,2,2010,Review,2007,recent advances in the surface forces apparatus sfa technique,reports on progress in physics,0034-4885,10.1088/0034-4885/73/3/036601
WOS:000273268700072,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2010,Article,2007,liquid- to solid-like failure mechanism of thin polymer films at micro- and nanoscales,macromolecules,0024-9297,10.1021/ma901845z
WOS:000279566800017,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2010,Article,2007,viscosity and interfacial properties in a mussel-inspired adhesive coacervate,soft matter,1744-683X,10.1039/c002632h
WOS:000271268400036,0_52,2,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Article,2007,gecko adhesion pad a smart surface?,journal of physics-condensed matter,0953-8984,10.1088/0953-8984/21/46/464132
WOS:000267533800051,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Article,2007,frictional adhesion of patterned surfaces and implications for gecko and biomimetic systems,langmuir,0743-7463,10.1021/la900877h
WOS:000266929900060,0_52,4,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Article,2007,formation of supported bilayers on silica substrates,langmuir,0743-7463,10.1021/la900181c
WOS:000265528600020,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Review,2007,friction at the liquid/liquid interface of two immiscible polymer films,langmuir,0743-7463,10.1021/la804020k
WOS:000264348900004,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Article,2007,role of tilted adhesion fibrils setae in the adhesion and locomotion of gecko-like systems,journal of physical chemistry b,1520-6106,10.1021/jp806079d
WOS:000262804000018,0_52,3,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Article,2007,force amplification response of actin filaments under confined compression,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.0812064106
WOS:000268436600004,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2009,Article,2007,the crowding model as a tool to understand and fabricate gecko-inspired dry adhesives,journal of adhesion,0021-8464,10.1080/00218460902996390
WOS:000253130900009,0_52,1,"Zeng, Hongbo",ZENG,HONGBO,1,2008,Article,2007,new sfa techniques for studying surface forces and thin film patterns induced by electric fields,langmuir,0743-7463,10.1021/la7017242
WOS:000253130900049,0_52,5,"Zeng, Hongbo",ZENG,HONGBO,1,2008,Article,2007,adhesion and friction force coupling of gecko setal arrays implications for structured adhesive surfaces,langmuir,0743-7463,10.1021/la702126k
WOS:000250801700041,0_52,1,"ZENG, HONGBO",ZENG,HONGBO,1,2007,Article,2007,transient surface patterns and instabilities at adhesive junctions of viscoelastic films,macromolecules,0024-9297,1
WOS:000246456700041,0_52,1,"ZENG, HONGBO",ZENG,HONGBO,1,2007,Article,2007,transient interfacial patterns and instabilities associated with liquid film adhesion and spreading,langmuir,0743-7463,1
WOS:000245245500007,0_52,5,"ZENG, HONGBO",ZENG,HONGBO,1,2007,Article,2007,peel-zone model of tape peeling based on the gecko adhesive system,journal of adhesion,0021-8464,1
WOS:000243893400051,0_52,2,"ZENG, HONGBO",ZENG,HONGBO,1,2007,Article,2007,transient filamentous network structure of a colloidal suspension excited by stepwise electric fields,physical review e,1539-3755,1
WOS:000246006400012,0_52,1,"ZENG, HONGBO",ZENG,HONGBO,1,2007,Article,2007,transient surface patterns during adhesion and coalescence of thin liquid films,soft matter,1744-683X,1
WOS:000245909800026,0_100,1,"LIU, XUNYING",LIU,XUNYING,1,2007,Article,2006,automatic model complexity control using marginalized discriminative growth functions,ieee transactions on audio speech and language processing,1558-7916,1
WOS:000297709400004,0_100,2,"Liu, XunYing",LIU,XUNYING,1,2011,Article,2006,a flexible framework for hmm based noise robust speech recognition using generalized parametric space polynomial regression,science china-information sciences,1674-733X,10.1007/s11432-011-4490-6
WOS:000311524800017,0_100,1,"Liu, X",LIU,X,2,2013,Article,2006,use of contexts in language model interpolation and adaptation,computer speech and language,0885-2308,10.1016/j.csl.2012.06.004
WOS:000313034700059,0_100,1,"Liu, Xunying",LIU,XUNYING,1,2013,Article,2006,syllable language models for mandarin speech recognition exploiting character language models,journal of the acoustical society of america,0001-4966,10.1121/1.4768800
WOS:000316524200003,0_100,1,"Liu, X",LIU,X,2,2013,Article,2006,language model cross adaptation for lvcsr system combination,computer speech and language,0885-2308,10.1016/j.csl.2012.07.010
WOS:000340850000004,0_100,1,"Liu, X",LIU,X,2,2014,Article,2006,paraphrastic language models,computer speech and language,0885-2308,10.1016/j.csl.2014.04.004
WOS:000348070700010,0_100,2,"Liu, Xunying",LIU,XUNYING,1,2015,Article,2006,automatic complexity control of generalized variable parameter hmms for noise robust speech recognition,ieee-acm transactions on audio speech and language processing,2329-9290,10.1109/taslp.2014.2372901
WOS:000377456100008,0_100,1,"Liu, Xunying",LIU,XUNYING,1,2016,Article,2006,two efficient lattice rescoring methods using recurrent neural network language models,ieee-acm transactions on audio speech and language processing,2329-9290,10.1109/taslp.2016.2558826
WOS:000382677800022,0_100,2,"Liu, Xunying",LIU,XUNYING,1,2016,Article,2006,efficient training and evaluation of recurrent neural network language models for automatic speech recognition,ieee-acm transactions on audio speech and language processing,2329-9290,10.1109/taslp.2016.2598304
WOS:000411981000003,0_100,3,"Liu, Xunying",LIU,XUNYING,1,2017,Article,2006,relating dynamic brain states to dynamic machine states human and machine solutions to the speech recognition problem,plos computational biology,1553-734X,10.1371/journal.pcbi.1005617
WOS:000245600500025,0_101,1,"ZHENG, ZIJIAN",ZHENG,ZIJIAN,1,2007,Article,2007,uniaxial alignment of liquid-crystalline conjugated polymers by nanoconfinement,nano letters,1530-6984,1
WOS:000259300400029,0_101,2,"Zheng, Zijian",ZHENG,ZIJIAN,1,2008,Article,2007,polymer pen lithography,science,0036-8075,10.1126/science.1162193
WOS:000261923400026,0_101,1,"Zheng, Zijian",ZHENG,ZIJIAN,1,2008,Article,2007,"topographically flat, chemically patterned pdms stamps made by dip-pen nanolithography",angewandte chemie-international edition,1433-7851,10.1002/anie.200803834
